Fonte de Recursos,Despesa,Liquidado,
004 - REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,44903999 - OUTROS SERVICOS DE TERCEIROS,"          17.772.056,34",
004 - REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,44904062 - AQUISIÁ„O DE SOFTWARE,"           2.014.180,44",
004 - REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,44904064 - COMUNICAÁ„O DE DADOS,"             320.331,54",
004 - REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,44905110 - ESTUDOS E PROJETOS,"           1.011.212,81",
004 - REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,44905111 - GERENCIAMENTO DE OBRAS,"           7.956.597,18",
004 - REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,44905112 - INSTALACOES,"          11.274.556,84",
004 - REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,44905130 - EXECUCAO DE OBRAS E INSTALACOES,"          50.255.504,61",
004 - REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,44905131 - DESAPROPRIACOES,"               3.200,00",
004 - REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,44905210 - VEICULOS DIVERSOS,"           1.859.951,55",
004 - REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,44905211 - TRENS,"           2.431.000,00",
004 - REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,44905220 - EQUIPAMENTOS DE TECNOLOGIA DA INFORMAC„O,"          10.201.741,12",
004 - REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,44905231 - MAQUINAS E MOTORES,"             153.221,16",
004 - REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,44905232 - MOBILIARIO EM GERAL,"           2.333.520,97",
004 - REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,"44905233 - MATERIAL EDUCATIVO,CULTURAL E RECREATIVO","             871.090,69",
004 - REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,44905234 - OUTROS EQUIPAMENTOS E MATERIAL PERMANENTE,"          10.654.350,12",
004 - REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,"44905235 - EQUIP.E MOBIL.MED.-HOSPITALAR,ODONTOLOGICO","           7.515.382,30",
004 - REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,44905241 - EQUIPAMENTOS PARA DATA CENTER,"               7.700,00",
004 - REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,44905242 - AQUISICAO DE SOFTWARE PRONTO,"              28.291,65",
004 - REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,44909101 - SENTENCAS JUDICIAIS,"          23.560.561,00",
004 - REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,44909201 - OUTRAS DESPESAS DE EXERCICIOS ANTERIORES,"           5.935.957,55",
004 - REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,44909301 - INDENIZACOES E RESTITUICOES DIVERSAS,"           5.016.493,00",
005 - RECURSOS VINCULADOS FEDERAIS,31204101 - COMPENSACAO PREVIDENCIARIA,"          71.716.814,21",
005 - RECURSOS VINCULADOS FEDERAIS,31900111 - INATIVOS-RPPS,"         163.744.262,72",
005 - RECURSOS VINCULADOS FEDERAIS,31900314 - PENSIONISTAS-OUTROS PODERES-RPPS,"          14.405.162,54",
005 - RECURSOS VINCULADOS FEDERAIS,31901112 - PESSOAL CIVIL PAGO PELA UNIDADE,"         936.301.128,84",
005 - RECURSOS VINCULADOS FEDERAIS,31901129 - PESSOAL CIVIL PAGO PELA UNIDADE-13 SALARIO,"          27.030.077,56",
005 - RECURSOS VINCULADOS FEDERAIS,31901131 - PESSOAL CIVIL PAGO PELA UNIDADE-1/3 FERIAS,"           7.012.267,56",
005 - RECURSOS VINCULADOS FEDERAIS,31901312 - OUTRAS CONTRIBUICOES DE PREV.SOCIAL,"          39.251.743,64",
005 - RECURSOS VINCULADOS FEDERAIS,31901313 - FUNDO DE GARANTIA POR TEMPO DE SERVICO,"          21.227.081,81",
005 - RECURSOS VINCULADOS FEDERAIS,31901321 - FGTS-13 SALARIO,"              39.422,97",
005 - RECURSOS VINCULADOS FEDERAIS,31901322 - PARCELAM.DE DEBITOS JUNTO A PREV.SOCIAL,"             653.378,71",
005 - RECURSOS VINCULADOS FEDERAIS,31901323 - PREVIDENCIA SOCIAL/PESSOAL CLT,"          19.860.560,01",
005 - RECURSOS VINCULADOS FEDERAIS,31901324 - PREVIDENCIA SOCIAL/PESSOAL COMISSIONADO,"             651.661,46",
005 - RECURSOS VINCULADOS FEDERAIS,31901613 - HORA EXTRA,"                 964,04",
005 - RECURSOS VINCULADOS FEDERAIS,31901616 - DESPESAS EVENTUAIS DE PESSOAL CIVIL,"          12.805.964,79",
005 - RECURSOS VINCULADOS FEDERAIS,31909412 - INDENIZ.POR DEMISSAO DE SERVID.OU EMPREG.,"             275.557,46",
005 - RECURSOS VINCULADOS FEDERAIS,31909601 - RESSARC. DESP. PESS.REQUISITADO DE EMPRESAS,"             398.232,00",
005 - RECURSOS VINCULADOS FEDERAIS,31911302 - CONTRIB ESTADO P/COBERTURA INSUF FIN-SPPREV,"           8.215.689,49",
005 - RECURSOS VINCULADOS FEDERAIS,33403001 - TRANSF.PARA MATERIAL DE CONSUMO,"         258.799.851,53",
005 - RECURSOS VINCULADOS FEDERAIS,33403347 - TRANSPORTE ESCOLAR,"          82.322.199,59",
005 - RECURSOS VINCULADOS FEDERAIS,33403901 - TRANSFERENCIAS PARA SERVICOS,"          15.573.601,34",
005 - RECURSOS VINCULADOS FEDERAIS,33408160 - TRANSFERENCIA A MUNICIPIOS-OUTRAS RECEITAS,"          36.528.091,20",
005 - RECURSOS VINCULADOS FEDERAIS,33413901 - TRANSFERENCIAS PARA SERVICOS,"         143.048.967,12",
005 - RECURSOS VINCULADOS FEDERAIS,33503977 - CONVENIOS C/ENTID.PRIVADAS S/FINS LUCRATIVOS,"             517.945,00",
005 - RECURSOS VINCULADOS FEDERAIS,33504374 - CONV.C/UNIV.E FACULD.S/FINS LUCRATIVOS,"             331.914,72",
005 - RECURSOS VINCULADOS FEDERAIS,33504379 - CONVENIOS COM ORGANIZACOES SOCIAIS,"             240.000,00",
005 - RECURSOS VINCULADOS FEDERAIS,33504380 - SERVICOS DE SAUDE-GESTAO MUNICIPIOS-ENTIDADE,"       3.151.255.233,05",
005 - RECURSOS VINCULADOS FEDERAIS,33504381 - TERMO DE COLABORACAO COM ORGS.SOCIEDADE CIVI,"         113.325.788,17",
005 - RECURSOS VINCULADOS FEDERAIS,33504390 - OUTRAS SUBVENCOES SOCIAIS,"           8.545.072,46",
005 - RECURSOS VINCULADOS FEDERAIS,33704116 - SERV.DE SAUDE-GESTAO/CONSORCIO MUNICIPAIS,"          44.474.129,88",
005 - RECURSOS VINCULADOS FEDERAIS,33900810 - AUXILIO-CRECHE E AUXILIO-ESCOLA,"             377.784,55",
005 - RECURSOS VINCULADOS FEDERAIS,33901401 - DIARIAS PESSOAL CIVIL,"           7.987.888,56",
005 - RECURSOS VINCULADOS FEDERAIS,33901416 - DIARIAS NO EXTERIOR,"             289.802,30",
005 - RECURSOS VINCULADOS FEDERAIS,33901801 - AUXILIO FINANCEIRO A ESTUDANTES,"           2.925.739,31",
005 - RECURSOS VINCULADOS FEDERAIS,33901803 - AUX.FIN.A ESTUD.CONCEDIDO PELAS UNIV.PAULIST,"           1.094.572,20",
005 - RECURSOS VINCULADOS FEDERAIS,33902001 - AUXILIO FINAN.A PESQUISADORES-PESQ.INDIVIDUA,"           7.535.689,49",
005 - RECURSOS VINCULADOS FEDERAIS,33902002 - AUXÌLIO FINAN.A PESQUISADORES-PESQ.COLETIVA,"              16.108,08",
005 - RECURSOS VINCULADOS FEDERAIS,33903010 - GENEROS ALIMENTICIOS,"         290.465.972,55",
005 - RECURSOS VINCULADOS FEDERAIS,"33903012 - MATERIAL DE CAMA, MESA E BANHO","              62.800,00",
005 - RECURSOS VINCULADOS FEDERAIS,"33903013 - MATERIAL E UTENS.P/REFEITORIO,COPA E COZINHA","             909.091,01",
005 - RECURSOS VINCULADOS FEDERAIS,33903014 - MATERIAL DE LIMPEZA,"              38.536,04",
005 - RECURSOS VINCULADOS FEDERAIS,33903015 - ARTIGOS DE HIGIENE PESSOAL,"           1.317.985,73",
005 - RECURSOS VINCULADOS FEDERAIS,33903016 - MATERIAL DE ACONDICIONAMENTO E EMBALAGEM,"             130.994,16",
005 - RECURSOS VINCULADOS FEDERAIS,33903019 - LUBRIFICANTE AUTOMOTIVO,"               3.361,04",
005 - RECURSOS VINCULADOS FEDERAIS,33903021 - GASOLINA AUTOMOTIVA,"                 881,81",
005 - RECURSOS VINCULADOS FEDERAIS,33903023 - ETANOL AUTOMOTIVO,"               4.470,91",
005 - RECURSOS VINCULADOS FEDERAIS,33903024 - OUTROS COMBUSTIVEIS E LUBRIFICANTES,"             846.909,84",
005 - RECURSOS VINCULADOS FEDERAIS,33903025 - GASOLINA AUTOMOTIVA-REEMBOLSO,"               5.544,29",
005 - RECURSOS VINCULADOS FEDERAIS,33903026 - CESTAS BASICAS,"           1.913.494,47",
005 - RECURSOS VINCULADOS FEDERAIS,33903027 - ETANOL AUTOMOTIVO-REEMBOLSO,"             885.494,40",
005 - RECURSOS VINCULADOS FEDERAIS,33903028 - DIESEL AUTOMOTIVO-REEMBOLSO,"             186.445,83",
005 - RECURSOS VINCULADOS FEDERAIS,33903030 - MEDICAMENTOS E INSUMOS FARMACEUTICOS,"         227.417.925,88",
005 - RECURSOS VINCULADOS FEDERAIS,"33903031 - MATERIAL MEDICO,HOSPITALAR E ODONTOLOGICO","          10.132.457,81",
005 - RECURSOS VINCULADOS FEDERAIS,33903032 - MATERIAL DE USO LABORATORIAL,"          24.976.958,41",
005 - RECURSOS VINCULADOS FEDERAIS,33903034 - MATERIAL DE USO VETERINARIO,"             192.843,50",
005 - RECURSOS VINCULADOS FEDERAIS,33903036 - OUT.MAT.CONS.DECORRENTE DE DECISAO JUDICIAL,"           1.553.104,22",
005 - RECURSOS VINCULADOS FEDERAIS,33903039 - MATERIAL ESPORTIVO E DE LAZER,"           3.803.159,10",
005 - RECURSOS VINCULADOS FEDERAIS,33903040 - MATERIAL EDUCATIVO E CULTURAL,"             167.790,47",
005 - RECURSOS VINCULADOS FEDERAIS,33903041 - MATERIAL DE ESCRITORIO PAPELARIA E IMPRESSOS,"           1.111.078,26",
005 - RECURSOS VINCULADOS FEDERAIS,"33903043 - LIVROS P/BIBLIO.PUBLI,MAPAS,OUTRAS PUBLICACA","               7.645,03",
005 - RECURSOS VINCULADOS FEDERAIS,33903050 - PECAS DE REPOSICAO E ACESSORIOS,"           1.255.416,65",
005 - RECURSOS VINCULADOS FEDERAIS,33903051 - FERRAM.AVULSAS NAO ACION.P/FORCA MOTRIZ,"               3.329,30",
005 - RECURSOS VINCULADOS FEDERAIS,33903052 - MATERIAL P/ CONSERVACAO E MANUT. DE IMOVEIS,"              51.541,77",
005 - RECURSOS VINCULADOS FEDERAIS,33903053 - PECAS E ACESSORIOS PARA VIATURAS POLICIAIS,"              15.580,00",
005 - RECURSOS VINCULADOS FEDERAIS,33903054 - MATERIAL INSTALACAO ELETRICA E ELETRONICA,"              34.479,12",
005 - RECURSOS VINCULADOS FEDERAIS,33903055 - MATERIAL PARA TELECOMUNICACOES,"              13.106,49",
005 - RECURSOS VINCULADOS FEDERAIS,33903060 - MATERIAIS E SUPRIMENTOS DE INFORMATICA,"             184.057,46",
005 - RECURSOS VINCULADOS FEDERAIS,33903061 - PECAS E ACESSOR.E COMPONENTES DE INFORMATICA,"              61.683,42",
005 - RECURSOS VINCULADOS FEDERAIS,33903062 - MUNICOES E EXPLOSIVOS,"             959.635,11",
005 - RECURSOS VINCULADOS FEDERAIS,"33903063 - FARDAMENTO,VESTUARIO,UNIFOR,TECIDO, AVIAMENT","           2.740.102,25",
005 - RECURSOS VINCULADOS FEDERAIS,33903064 - PECAS P/VIATURAS PELO REGIME DE ADIANTAMENTO,"               3.500,00",
005 - RECURSOS VINCULADOS FEDERAIS,33903066 - MATERIAL PROT.SEGUR.SOCORRO E SOBREVIVENCIA,"           1.177.159,35",
005 - RECURSOS VINCULADOS FEDERAIS,"33903080 - ANIMAIS PARA ABATE,EXPERIMENTO E SEMEM","               6.888,00",
005 - RECURSOS VINCULADOS FEDERAIS,33903081 - ALIMENTOS PARA ANIMAIS,"              99.930,00",
005 - RECURSOS VINCULADOS FEDERAIS,33903082 - SEMENTES E MUDAS DE PLANTAS,"              10.139,79",
005 - RECURSOS VINCULADOS FEDERAIS,33903090 - OUTROS MATERIAIS DE CONSUMO,"           5.752.585,19",
005 - RECURSOS VINCULADOS FEDERAIS,33903101 - PREMIO EM PECUNIA,"             194.441,00",
005 - RECURSOS VINCULADOS FEDERAIS,33903102 - OUTRAS PREMIACOES,"           4.037.802,12",
005 - RECURSOS VINCULADOS FEDERAIS,33903340 - REGIME DE QUILOMETRAGEM,"                  40,80",
005 - RECURSOS VINCULADOS FEDERAIS,33903342 - PASSAGENS AEREAS        EXERCICIO ANTERIOR.,"           1.681.334,69",
005 - RECURSOS VINCULADOS FEDERAIS,"33903343 - LOCACAO DE VEICULOS,AERONAVES E OUTROS","          11.919.941,00",
005 - RECURSOS VINCULADOS FEDERAIS,33903344 - VALE-TRANSPORTE,"           1.487.201,08",
005 - RECURSOS VINCULADOS FEDERAIS,33903345 - OUTRAS DESP.C/TRANSPORTES E LOCOMOCAO,"          74.554.447,29",
005 - RECURSOS VINCULADOS FEDERAIS,33903346 - LOCOMOCAO DE SERVIDORES,"              80.959,37",
005 - RECURSOS VINCULADOS FEDERAIS,33903347 - TRANSPORTE ESCOLAR,"         238.933.455,94",
005 - RECURSOS VINCULADOS FEDERAIS,"33903501 - OUTROS SERV.CONSULTORIA,ASSESS.E AUDITORIA","              47.326,52",
005 - RECURSOS VINCULADOS FEDERAIS,33903507 - AUDITORIA EXTERNA,"              26.163,96",
005 - RECURSOS VINCULADOS FEDERAIS,33903611 - OUTRAS REMUNERACOES DE SERVICOS PESSOAIS,"          10.276.411,99",
005 - RECURSOS VINCULADOS FEDERAIS,33903612 - ENCARGOS SOCIAIS E OBRIGACOES FISCAIS,"           2.117.178,74",
005 - RECURSOS VINCULADOS FEDERAIS,33903613 - ESTAGIARIOS DIRETAMENTE CONTRATADOS,"             101.084,68",
005 - RECURSOS VINCULADOS FEDERAIS,33903616 - AJUDA DE CUSTO A COLABORADORES EVENTUAIS,"           1.052.724,31",
005 - RECURSOS VINCULADOS FEDERAIS,33903623 - JETON,"             101.796,00",
005 - RECURSOS VINCULADOS FEDERAIS,33903626 - SERVICOS TECNICOS E ESPECIALIZADOS,"             117.000,00",
005 - RECURSOS VINCULADOS FEDERAIS,33903633 - SERVIÁOS TÈCNICOS DE PROFISSIONAIS DE TI,"              42.600,00",
005 - RECURSOS VINCULADOS FEDERAIS,33903691 - LOCACAO DE IMOVEIS,"             717.366,59",
005 - RECURSOS VINCULADOS FEDERAIS,33903795 - SERVICOS DE VIGILANCIA,"           5.547.527,92",
005 - RECURSOS VINCULADOS FEDERAIS,33903796 - SERVICOS DE LIMPEZA,"         275.049.755,29",
005 - RECURSOS VINCULADOS FEDERAIS,33903799 - OUTROS SERVICOS,"             347.174,01",
005 - RECURSOS VINCULADOS FEDERAIS,33903903 - CONDOMINIOS,"             672.534,67",
005 - RECURSOS VINCULADOS FEDERAIS,33903906 - VALE-REFEICAO/ALIMENT. A SERV/EMPREGADOS,"          11.483.763,38",
005 - RECURSOS VINCULADOS FEDERAIS,33903908 - PREST.SERV.AP.PORTAD.DE NECES.ESP.CUIDADORES,"          88.816.923,34",
005 - RECURSOS VINCULADOS FEDERAIS,33903914 - EXAMES LABORATORIAIS,"             111.531,32",
005 - RECURSOS VINCULADOS FEDERAIS,33903915 - LOC.DE MAQ. REPROGRAFICAS S/MAO DE OBRA,"           1.184.346,60",
005 - RECURSOS VINCULADOS FEDERAIS,33903916 - GAS MEDICINAL (SERV.DE FORNEC. E LOCACAO),"              19.304,00",
005 - RECURSOS VINCULADOS FEDERAIS,33903918 - PROPAGANDA/PUBLICIDADE,"              14.543,03",
005 - RECURSOS VINCULADOS FEDERAIS,33903919 - LOCACAO DE MAQUINAS E EQUIPAMENTOS DIVERSOS,"           5.042.169,17",
005 - RECURSOS VINCULADOS FEDERAIS,33903921 - SERVICOS DE COMUNICACAO DE DADOS,"               4.471,50",
005 - RECURSOS VINCULADOS FEDERAIS,33903924 - SERV.FORNECIM.E DISTRIB.DE CESTA BASICA,"             447.670,08",
005 - RECURSOS VINCULADOS FEDERAIS,33903925 - SERVICOS DE CORREIOS,"             893.465,26",
005 - RECURSOS VINCULADOS FEDERAIS,33903926 - PUBLICIDADE LEGAL,"               4.795,41",
005 - RECURSOS VINCULADOS FEDERAIS,33903927 - GERENCIAMENTO DE ABASTECIMENTO DE COMBUSTIVE,"           1.649.551,43",
005 - RECURSOS VINCULADOS FEDERAIS,"33903936 - DEDETIZACAO,DESINSETIZACAO E DESRATIZACAO","             304.762,23",
005 - RECURSOS VINCULADOS FEDERAIS,33903940 - FRETES E TRANSPORTES,"           1.377.805,48",
005 - RECURSOS VINCULADOS FEDERAIS,33903941 - SERVICO DE LAVANDERIA,"               9.305,00",
005 - RECURSOS VINCULADOS FEDERAIS,33903942 - SEGURO DE VIDA,"               2.007,62",
005 - RECURSOS VINCULADOS FEDERAIS,"33903943 - ASSIN.DE JORNAIS,PERIODICOS E CLIPAGEM","              26.143,94",
005 - RECURSOS VINCULADOS FEDERAIS,33903944 - SEGURO DE VEICULO,"             183.938,13",
005 - RECURSOS VINCULADOS FEDERAIS,33903945 - OUTROS SEGUROS,"              29.488,07",
005 - RECURSOS VINCULADOS FEDERAIS,"33903946 - SERVICOS MEDICOS,HOSPITALARES E ODONTOLOGICO","          16.754.916,57",
005 - RECURSOS VINCULADOS FEDERAIS,33903949 - ESTAGIARIOS CONTRATADOS POR INSTITUICOES,"           1.101.602,52",
005 - RECURSOS VINCULADOS FEDERAIS,33903951 - CARGA DESCARGA EMPAC.PESAGEM DIST.LOG.ARMAZE,"          12.461.414,84",
005 - RECURSOS VINCULADOS FEDERAIS,33903952 - PROJ.PESQ.LEVANTAM.PROSP.E ANALISE DE DADOS,"               5.540,00",
005 - RECURSOS VINCULADOS FEDERAIS,"33903953 - PROJ.OU PESQ.DE CIENCIA,TECNOLOGIA E INOVACA","              51.617,92",
005 - RECURSOS VINCULADOS FEDERAIS,"33903954 - CONGRESSOS,SEMINARIOS,SIMPOSIOS E CONGENERES","              51.070,00",
005 - RECURSOS VINCULADOS FEDERAIS,33903955 - INSCRICOES EM EVENTOS DIVERSOS,"              18.570,72",
005 - RECURSOS VINCULADOS FEDERAIS,33903956 - ALIMEN.HOSPED.P/EVENTOS PROG.PELA INSTITUICA,"           1.825.211,88",
005 - RECURSOS VINCULADOS FEDERAIS,33903957 - SERVICOS/APRESENTACOES ARTISTICAS E CULTURAI,"              11.850,68",
005 - RECURSOS VINCULADOS FEDERAIS,"33903958 - AUDIO,VIDEO,FOTO E PROJECAO","              11.450,00",
005 - RECURSOS VINCULADOS FEDERAIS,33903961 - CONTRATACAO DE CURSOS PARA SERVIDOR PUBLICO,"             483.455,47",
005 - RECURSOS VINCULADOS FEDERAIS,33903962 - CONTR.CURSOS INCL.QUALIF.PROFIS.EXT.SERV.PUB,"              48.703,90",
005 - RECURSOS VINCULADOS FEDERAIS,"33903963 - INSTAL.REPAR.MANUT.DIVI,PORTAS,CORT,PERS.AFI","             243.778,04",
005 - RECURSOS VINCULADOS FEDERAIS,33903966 - COLETA DE LIXO HOSPITALAR_E DE LABORATORIO,"              96.655,54",
005 - RECURSOS VINCULADOS FEDERAIS,33903967 - SERVICOS DECORRENTES DE DECISAO JUDICIAL,"           2.942.042,21",
005 - RECURSOS VINCULADOS FEDERAIS,33903969 - SERV.SOCORRISTA P/ATEND.MEDICO URGENTE,"           1.601.538,14",
005 - RECURSOS VINCULADOS FEDERAIS,33903970 - FORNEC.ALIMENT.PREPARADA-HOSPITALAR,"             322.140,97",
005 - RECURSOS VINCULADOS FEDERAIS,33903973 - FORNEC.ALIMENTACAO PREPARADA-DEMAIS SERV.PUB,"           1.224.672,10",
005 - RECURSOS VINCULADOS FEDERAIS,33903974 - SERVICOS  SAUDE - GESTAO MUNICIPIOS-PRIVADOS,"         166.219.411,83",
005 - RECURSOS VINCULADOS FEDERAIS,33903975 - CONTRATOS DE GESTAO-LEI COMPL.846/98 ALT.POS,"           9.543.772,68",
005 - RECURSOS VINCULADOS FEDERAIS,33903978 - MANUTENCAO DE VIATURAS ESCOLTA DE CUSTODIADO,"              16.711,00",
005 - RECURSOS VINCULADOS FEDERAIS,33903979 - CONSERVACAO E MANUTENCAO DE IMOVEIS,"           6.219.710,90",
005 - RECURSOS VINCULADOS FEDERAIS,33903980 - CONSERV.MANUTENC.DE BENS MOVEIS E EQUIPAMENT,"          15.049.628,00",
005 - RECURSOS VINCULADOS FEDERAIS,33903981 - REFORMAS DE IMOVEIS_INCL.INSTAL.HIDRA.E ELET,"           5.380.783,28",
005 - RECURSOS VINCULADOS FEDERAIS,33903982 - CONSERV.ESTRADAS E OUTROS BENS DE DOM.PUBLIC,"         106.973.239,34",
005 - RECURSOS VINCULADOS FEDERAIS,33903983 - SERVICOS GRAFICOS,"          28.787.743,15",
005 - RECURSOS VINCULADOS FEDERAIS,33903985 - SERVICO DE MANUTENCAO DE VIATURAS POLICIAIS,"             164.319,23",
005 - RECURSOS VINCULADOS FEDERAIS,33903989 - SERVICOS DE PREPARACAO DA ALIMENTACAO ESCOLA,"         306.062.650,27",
005 - RECURSOS VINCULADOS FEDERAIS,33903991 - LOCACAO DE IMOVEIS,"           5.027.342,46",
005 - RECURSOS VINCULADOS FEDERAIS,33903992 - DESPESAS MIUDAS E DE PRONTO PAGAMENTO,"              19.021,29",
005 - RECURSOS VINCULADOS FEDERAIS,33903995 - MANUTENCAO DE VIATURAS PELO REG.ADIANTAMENTO,"               3.000,00",
005 - RECURSOS VINCULADOS FEDERAIS,33903999 - OUTROS SERVICOS DE TERCEIROS,"         106.015.843,62",
005 - RECURSOS VINCULADOS FEDERAIS,33904007 - MANUTENÁ„O DE SOFTWARE,"              13.445,30",
005 - RECURSOS VINCULADOS FEDERAIS,33904008 - LOCAÁ„O DE SOFTWARE,"             160.000,00",
005 - RECURSOS VINCULADOS FEDERAIS,33904009 - DESENVOLVIMENTO DE SOFTWARE,"             194.272,00",
005 - RECURSOS VINCULADOS FEDERAIS,33904010 - ATUALIZ.OU AQUIS.LICENÁA E CESS„O DE SOFTWAR,"             312.797,87",
005 - RECURSOS VINCULADOS FEDERAIS,33904012 - SUPORTE A USU·RIOS DE TI,"             380.000,00",
005 - RECURSOS VINCULADOS FEDERAIS,33904015 - MANUTENÁ„O DE EQUIPAMENTOS DE TI,"              27.320,86",
005 - RECURSOS VINCULADOS FEDERAIS,33904016 - COMUNICAÁ„O DE DADOS,"          19.221.118,82",
005 - RECURSOS VINCULADOS FEDERAIS,33904018 - SALA COFRE,"             288.000,00",
005 - RECURSOS VINCULADOS FEDERAIS,33904019 - SERVIÁOS DE DIGITAÁ„O E PREPARAÁ„O DE DADOS,"             255.734,70",
005 - RECURSOS VINCULADOS FEDERAIS,33904020 - SERVIÁOS DE TELEFONIA DE VOZ SOBRE IP,"               1.740,96",
005 - RECURSOS VINCULADOS FEDERAIS,33904090 - SERVIÁOS DE TECNOLOGIA DA INFORMAÁ„O,"          30.896.458,01",
005 - RECURSOS VINCULADOS FEDERAIS,33904710 - CONTRIBUICOES P/FORMACAO DO PASEP/PIS,"           2.199.184,07",
005 - RECURSOS VINCULADOS FEDERAIS,33904720 - OUTRAS OBRIGACOES TRIBUTARIAS E CONTRIBUTIVA,"             180.459,30",
005 - RECURSOS VINCULADOS FEDERAIS,33904722 - OUTRAS TAXAS,"               3.190,19",
005 - RECURSOS VINCULADOS FEDERAIS,33904901 - AUXILIO - TRANSPORTE,"              15.966,19",
005 - RECURSOS VINCULADOS FEDERAIS,33905011 - ENERGIA ELETRICA,"          44.742.790,32",
005 - RECURSOS VINCULADOS FEDERAIS,33905012 - TELEFONIA FIXA,"           3.676.884,83",
005 - RECURSOS VINCULADOS FEDERAIS,33905013 - AGUA E ESGOTOS,"          69.212.315,92",
005 - RECURSOS VINCULADOS FEDERAIS,33905014 - GAS ENCANADO,"              25.297,01",
005 - RECURSOS VINCULADOS FEDERAIS,33905017 - TELEFONIA MOVEL CELULAR,"             237.760,21",
005 - RECURSOS VINCULADOS FEDERAIS,33909101 - SENTENCAS JUDICIAIS,"               8.320,83",
005 - RECURSOS VINCULADOS FEDERAIS,33909212 - ALIMENTACAO PREPARADA,"              91.630,96",
005 - RECURSOS VINCULADOS FEDERAIS,33909213 - GENEROS ALIMENTICIOS,"              10.871,64",
005 - RECURSOS VINCULADOS FEDERAIS,33909214 - LIMPEZA,"               4.514,39",
005 - RECURSOS VINCULADOS FEDERAIS,33909215 - VIGILANCIA,"              46.026,64",
005 - RECURSOS VINCULADOS FEDERAIS,33909217 - TELEFONIA,"              10.000,00",
005 - RECURSOS VINCULADOS FEDERAIS,33909220 - OUTRAS DESPESAS DE EXERCICIOS ANTERIORES,"           2.284.471,13",
005 - RECURSOS VINCULADOS FEDERAIS,33909221 - DIARIAS,"               6.036,93",
005 - RECURSOS VINCULADOS FEDERAIS,33909222 - IMPOSTOS EM ATRASO,"              17.093,29",
005 - RECURSOS VINCULADOS FEDERAIS,33909301 - INDENIZACOES E RESTITUICOES DIVERSAS,"           6.937.678,52",
005 - RECURSOS VINCULADOS FEDERAIS,33909315 - AJUDA DE CUSTO-PESSOAL CIVIL,"               2.843,88",
005 - RECURSOS VINCULADOS FEDERAIS,33909317 - INDENIZACAO TERMOS DECR.40.177/95 E ALT.POST,"              53.335,25",
005 - RECURSOS VINCULADOS FEDERAIS,33909321 - ETAPAS PAGAS A SERVIDORES,"           1.232.975,19",
005 - RECURSOS VINCULADOS FEDERAIS,33909327 - INDENIZ.A P.FISICA DECOR.DE DECISAO JUDICIAL,"               9.206,40",
005 - RECURSOS VINCULADOS FEDERAIS,33913002 - MATERIAL DE CONSUMO,"          94.929.092,76",
005 - RECURSOS VINCULADOS FEDERAIS,"33913981 - REFORMAS DE IMÛVEIS,INCLUS.INSTAL.HIDR.E ELE","          47.554.282,34",
005 - RECURSOS VINCULADOS FEDERAIS,44504201 - AUXILIOS PARA DESPESAS DE CAPITAL,"          15.094.800,00",
005 - RECURSOS VINCULADOS FEDERAIS,44704201 - AUXILIOS PARA DESPESAS DE CAPITAL,"             151.400,00",
005 - RECURSOS VINCULADOS FEDERAIS,44903921 - SERVICOS DE COMUNICACAO DE DADOS,"             519.000,00",
005 - RECURSOS VINCULADOS FEDERAIS,44904061 - MELHORIA DE EQUIPAMENTO DE TI,"               3.600,00",
005 - RECURSOS VINCULADOS FEDERAIS,44905112 - INSTALACOES,"           4.683.663,14",
005 - RECURSOS VINCULADOS FEDERAIS,44905130 - EXECUCAO DE OBRAS E INSTALACOES,"          33.243.071,68",
005 - RECURSOS VINCULADOS FEDERAIS,44905210 - VEICULOS DIVERSOS,"          98.351.828,98",
005 - RECURSOS VINCULADOS FEDERAIS,44905211 - TRENS,"          87.839.590,88",
005 - RECURSOS VINCULADOS FEDERAIS,44905220 - EQUIPAMENTOS DE TECNOLOGIA DA INFORMAC„O,"           4.105.326,79",
005 - RECURSOS VINCULADOS FEDERAIS,44905231 - MAQUINAS E MOTORES,"             216.165,68",
